customer_id,plan_type,region,acquisition_channel,tenure_months,monthly_fee,monthly_usage_gb,support_tickets_90d,payment_delay_days,monthly_revenue,churned
109566,Prepaid,West,App,60,11.44,4.19,0,9,11.44,0
109567,Family,West,App,67,37.72,31.41,0,2,45.87,0
109568,Prepaid,West,App,37,14.94,4.63,1,4,14.94,1
109569,Postpaid,Central,Web,31,27.52,13.25,1,1,28.04,0
109570,Prepaid,East,Web,67,22.36,11.81,1,2,22.36,1
109571,Postpaid,South,Web,33,28.12,14.41,2,2,29.13,1
109572,Postpaid,West,Web,27,24.2,13.42,1,4,24.79,0
109573,Postpaid,South,Store,64,36.58,23.99,0,4,41.62,0
109574,Prepaid,West,Store,67,20.33,8.34,1,0,20.33,0
109575,Postpaid,South,Partner,15,24.01,9.36,1,1,24.01,1
109576,Prepaid,East,App,20,24.54,10.43,0,5,24.54,0
109577,Postpaid,West,App,23,34.26,16.81,2,3,36.28,0
109578,Prepaid,West,App,12,21.48,1.28,0,5,21.48,0
109579,Prepaid,North,App,62,13.93,11.66,1,1,13.93,1
109580,Postpaid,East,Store,71,28.26,16.92,2,7,30.32,0
109581,Prepaid,West,App,38,17.31,8.89,0,1,17.31,0
109582,Prepaid,Central,Store,52,17.58,11.4,1,3,17.58,0
109583,Family,East,App,31,34.23,16.63,1,1,36.17,1
109584,Family,North,App,72,37.66,22.31,0,3,41.99,1
109585,Family,South,App,69,38.5,0.2,0,5,38.5,1
109586,Prepaid,East,Partner,54,13.8,11.96,0,6,13.8,0
109587,Postpaid,North,Store,64,25.7,13.99,0,2,26.53,0
109588,Family,Central,Web,10,48.09,19.51,2,3,51.24,1
109589,Prepaid,East,Store,64,19.44,14.31,1,1,20.41,0
109590,Family,East,App,31,44.09,11.59,1,3,44.09,0
109591,Prepaid,South,Web,16,24.82,12.52,1,2,25.04,1
109592,Family,North,App,68,34.97,19.73,3,3,38.21,0
109593,Postpaid,East,App,61,34.45,5.74,1,2,34.45,0
109594,Postpaid,East,Store,10,33.87,15.61,1,4,35.39,0
109595,Postpaid,South,Web,48,38.73,7.05,1,1,38.73,0
109596,Prepaid,West,Partner,64,28.84,11.37,0,2,28.84,0
109597,Postpaid,East,App,50,31.59,19.27,3,2,34.64,0
109598,Family,East,Web,35,34.04,25.21,0,6,39.58,0
109599,Postpaid,Central,Store,4,35.3,0.2,2,2,35.3,0
109600,Postpaid,South,Web,36,37.64,18.55,0,3,40.39,0
109601,Prepaid,South,Partner,41,16.64,15.12,0,0,17.95,1
109602,Postpaid,Central,Store,61,27.79,14.08,0,4,28.66,0
109603,Postpaid,South,App,16,30.43,11.09,0,6,30.43,0
109604,Prepaid,East,Web,15,19.56,9.11,3,8,19.56,0
109605,Business,West,Store,67,59.55,34.42,0,1,68.97,0
109606,Postpaid,West,Partner,61,29.76,15.8,3,3,31.36,0
109607,Postpaid,Central,Store,41,36.57,17.97,0,3,39.07,0
109608,Business,East,Partner,33,54.79,28.3,2,1,61.64,0
109609,Postpaid,East,App,45,30.73,20.01,3,1,34.09,1
109610,Business,North,Web,11,61.16,26.28,1,2,67.16,0
109611,Postpaid,North,App,18,40.74,20.63,1,4,44.37,0
109612,Postpaid,East,Web,40,20.88,24.07,4,1,25.95,0
109613,Prepaid,North,Partner,31,15.2,10.06,2,2,15.2,1
109614,Prepaid,East,Web,13,13.6,14.28,0,2,14.56,0
109615,Postpaid,South,Web,39,29.58,25.13,2,7,35.1,0
109616,Prepaid,North,App,48,19.2,4.77,1,2,19.2,1
109617,Prepaid,East,App,59,14.49,4.51,2,3,14.49,0
109618,Postpaid,West,Store,46,24.73,17.72,1,3,27.13,0
109619,Family,South,App,45,31.86,8.67,0,1,31.86,0
109620,Prepaid,West,App,41,16.73,10.4,2,3,16.73,0
109621,Family,North,Web,9,38.84,16.96,0,1,40.92,0
109622,Business,North,Web,28,59.26,33.05,1,2,68.1,0
109623,Family,Central,App,33,24.64,23.02,0,2,29.26,0
109624,Family,Central,App,38,49.38,27.61,0,1,55.94,0
109625,Postpaid,South,App,22,25.94,7.26,1,2,25.94,0
109626,Prepaid,East,Store,54,9.08,9.72,1,4,9.08,1
109627,Postpaid,Central,Partner,39,29.39,10.77,0,2,29.39,0
109628,Business,East,App,23,61.95,25.29,1,5,67.53,1
109629,Postpaid,North,App,34,37.08,13.69,0,2,37.79,0
109630,Family,North,Web,52,39.31,7.33,0,2,39.31,0
109631,Business,North,App,2,53.6,34.25,1,1,62.94,0
109632,Prepaid,West,Store,25,8.0,11.35,0,2,8.0,0
109633,Prepaid,West,App,15,23.98,10.03,3,3,23.98,1
109634,Postpaid,South,Partner,24,23.75,3.97,2,1,23.75,1
109635,Prepaid,North,Web,48,8.85,10.97,1,3,8.85,0
109636,Postpaid,North,App,16,24.71,16.29,0,2,26.52,0
109637,Family,West,App,40,38.2,24.76,1,2,43.56,0
109638,Postpaid,Central,App,28,22.31,13.31,1,3,22.86,0
109639,Prepaid,East,App,4,16.43,7.38,1,1,16.43,0
109640,Family,West,App,64,36.61,24.5,3,3,41.86,0
109641,Prepaid,South,Store,44,15.52,11.27,2,2,15.52,1
109642,Family,East,Web,22,32.27,4.95,1,5,32.27,1
109643,Prepaid,East,App,37,17.26,8.53,2,2,17.26,0
109644,Family,North,Store,72,24.13,2.62,1,1,24.13,0
109645,Postpaid,East,Web,11,21.42,19.0,0,3,24.36,1
109646,Postpaid,Central,App,62,42.55,13.4,3,3,43.14,0
109647,Postpaid,North,Store,1,35.64,3.52,2,1,35.64,0
109648,Prepaid,East,Web,63,19.42,7.32,1,1,19.42,1
109649,Postpaid,Central,Web,25,35.93,8.39,0,3,35.93,0
109650,Family,West,Store,22,45.74,11.34,0,2,45.74,0
109651,Family,East,Partner,57,44.0,18.98,0,3,46.93,1
109652,Prepaid,North,App,12,13.89,12.7,1,3,14.18,0
109653,Postpaid,Central,App,10,30.25,8.65,1,5,30.25,0
109654,Family,North,App,34,45.43,24.32,1,1,50.6,1
109655,Family,South,App,68,26.48,24.09,2,2,31.56,0
109656,Postpaid,North,App,24,32.64,11.33,3,1,32.64,1
109657,Prepaid,East,App,40,8.0,1.29,1,3,8.0,0
109658,Business,West,Web,29,54.74,25.38,1,0,60.36,1
109659,Postpaid,West,App,55,37.55,11.34,1,5,37.55,0
109660,Postpaid,East,Web,65,30.55,11.58,2,1,30.55,0
109661,Family,Central,App,71,54.17,31.98,0,2,62.56,0
109662,Prepaid,West,Store,20,24.93,10.55,0,1,24.93,1
109663,Family,West,App,19,33.91,8.57,0,0,33.91,0
109664,Prepaid,North,App,67,15.79,4.6,2,2,15.79,1
109665,Family,North,Web,42,28.98,22.39,0,0,33.35,0
109666,Business,East,App,24,57.98,11.48,2,5,57.98,0
109667,Business,West,Web,25,55.92,10.28,1,1,55.92,1
109668,Business,South,Web,13,54.79,41.11,0,1,67.01,0
109669,Family,East,Web,7,28.15,23.0,1,2,32.77,0
109670,Prepaid,South,Store,25,27.03,11.67,4,3,27.03,1
109671,Business,East,Partner,58,65.07,31.52,1,6,73.26,0
109672,Business,South,App,48,47.34,25.55,1,2,53.04,0
109673,Postpaid,North,Partner,1,17.09,12.63,2,2,17.36,0
109674,Postpaid,South,App,4,45.2,8.7,1,5,45.2,1
109675,Prepaid,Central,Store,63,23.54,7.38,0,2,23.54,0
109676,Postpaid,West,Partner,58,32.77,11.67,0,0,32.77,0
109677,Postpaid,North,App,58,32.32,21.39,0,0,36.27,0
109678,Postpaid,North,Web,63,28.1,0.2,2,1,28.1,0
109679,Postpaid,East,Store,46,32.53,14.96,3,0,33.77,1
109680,Postpaid,South,Web,25,37.12,14.81,1,2,38.31,1
109681,Prepaid,West,App,43,14.51,3.33,1,3,14.51,1
109682,Business,East,Store,47,47.58,24.64,0,4,52.89,0
109683,Prepaid,Central,App,61,15.59,3.28,1,4,15.59,0
109684,Prepaid,North,App,39,16.42,4.52,2,2,16.42,0
109685,Prepaid,Central,Web,5,16.85,0.2,1,2,16.85,0
109686,Family,West,Web,45,32.12,21.41,3,4,36.07,0
109687,Family,West,Web,54,36.93,17.24,3,2,39.13,1
109688,Prepaid,Central,Web,69,9.93,4.47,0,6,9.93,0
109689,Prepaid,East,Web,13,24.14,5.23,1,3,24.14,1
109690,Postpaid,North,Store,62,21.89,12.22,2,4,21.98,1
109691,Prepaid,East,App,2,19.04,10.16,2,1,19.04,0
109692,Family,West,Web,53,42.51,16.78,0,1,44.52,0
109693,Prepaid,Central,Web,23,21.71,8.4,0,3,21.71,0
109694,Postpaid,East,App,9,22.18,12.06,2,1,22.21,0
109695,Postpaid,West,App,24,30.66,11.0,1,4,30.66,0
109696,Postpaid,South,App,40,21.87,13.24,0,2,22.39,1
109697,Postpaid,South,Web,14,19.91,7.49,2,1,19.91,0
109698,Prepaid,East,App,40,16.38,6.51,3,5,16.38,1
109699,Prepaid,East,Store,52,10.72,10.29,2,2,10.72,1
109700,Prepaid,North,Web,64,12.08,10.22,2,3,12.08,1
109701,Prepaid,West,Partner,41,24.26,3.92,2,3,24.26,0
109702,Business,East,App,44,63.84,23.56,1,2,68.69,1
109703,Prepaid,East,Web,67,15.53,6.36,2,3,15.53,1
109704,Prepaid,North,Web,3,13.18,0.47,2,2,13.18,1
109705,Prepaid,South,App,55,11.1,14.21,1,2,12.03,1
109706,Family,West,App,71,31.0,14.65,1,1,32.11,0
109707,Business,Central,App,60,52.38,27.56,1,8,58.91,0
109708,Family,North,App,67,42.09,7.83,0,0,42.09,1
109709,Postpaid,West,App,65,31.59,23.8,0,2,36.55,0
109710,Family,West,App,43,37.35,21.28,0,3,41.25,0
109711,Postpaid,West,Web,59,37.23,16.75,0,3,39.22,0
109712,Family,East,App,27,41.56,15.58,1,1,43.06,0
109713,Family,South,App,9,37.6,23.02,0,4,42.23,0
109714,Prepaid,West,Store,7,19.08,8.07,0,2,19.08,0
109715,Postpaid,East,Web,14,20.37,9.88,1,3,20.37,1
109716,Prepaid,South,Partner,53,25.26,8.05,2,1,25.26,0
109717,Prepaid,South,Partner,29,13.47,5.75,0,3,13.47,1
109718,Family,East,Partner,59,46.42,4.62,1,1,46.42,0
109719,Prepaid,East,App,24,12.6,10.3,2,1,12.6,0
109720,Family,Central,Store,57,33.11,14.43,2,3,34.13,0
109721,Business,East,App,64,51.77,15.19,2,1,53.11,0
109722,Postpaid,South,Partner,24,24.26,22.78,1,2,28.79,0
109723,Postpaid,Central,App,38,23.44,12.83,1,3,23.79,0
109724,Postpaid,South,Store,39,15.01,17.88,0,2,17.48,0
109725,Family,North,App,64,32.42,1.71,1,1,32.42,0
109726,Prepaid,Central,Web,27,26.17,14.83,1,4,27.36,0
109727,Prepaid,Central,App,28,15.69,0.65,2,5,15.69,0
109728,Postpaid,West,Web,56,31.35,18.91,3,0,34.26,0
109729,Business,South,Partner,66,67.88,39.71,1,2,79.52,0
109730,Prepaid,East,App,3,19.44,0.2,0,6,19.44,1
109731,Postpaid,West,Web,6,33.12,1.55,1,2,33.12,0
109732,Business,Central,App,68,41.99,10.76,0,1,41.99,0
109733,Prepaid,North,App,33,18.6,2.48,1,2,18.6,0
109734,Prepaid,Central,App,41,21.05,14.85,0,2,22.25,0
109735,Postpaid,West,Store,65,25.28,20.46,0,0,28.84,0
109736,Prepaid,North,App,29,16.17,8.66,2,3,16.17,0
109737,Prepaid,North,Web,33,24.11,13.06,0,4,24.56,1
109738,Postpaid,North,Web,61,21.1,6.92,3,3,21.1,1
109739,Postpaid,Central,App,53,14.18,21.23,3,1,18.06,0
109740,Postpaid,East,App,50,39.88,18.74,0,0,42.71,0
109741,Postpaid,West,App,26,36.79,4.39,0,2,36.79,0
109742,Postpaid,North,App,51,38.87,18.58,2,4,41.63,0
109743,Postpaid,West,Partner,60,35.41,9.57,0,3,35.41,0
109744,Family,East,App,66,44.71,14.86,1,1,45.91,0
109745,Family,Central,Web,46,44.7,30.09,0,0,52.3,0
109746,Postpaid,East,Partner,63,26.3,12.68,0,3,26.59,0
109747,Family,West,App,59,44.97,22.76,1,2,49.49,0
109748,Family,West,Store,53,41.45,32.71,3,1,50.15,0
109749,Prepaid,East,Web,39,16.36,0.2,1,3,16.36,0
109750,Business,Central,Store,32,48.45,26.97,0,1,54.74,0
109751,Family,East,App,46,24.74,13.27,1,4,25.27,0
109752,Prepaid,Central,Web,64,22.95,8.69,2,0,22.95,0
109753,Prepaid,North,Partner,39,18.04,11.94,3,2,18.04,1
109754,Postpaid,West,Web,51,32.74,13.73,2,4,33.47,0
109755,Postpaid,Central,Web,41,22.66,20.54,0,4,26.25,0
109756,Family,Central,Web,47,33.02,24.38,0,3,38.22,0
109757,Postpaid,East,Store,50,31.66,2.1,1,5,31.66,0
109758,Prepaid,East,App,4,20.77,1.23,3,3,20.77,1
109759,Prepaid,West,Partner,9,24.69,12.48,0,3,24.89,1
109760,Family,South,App,3,38.1,11.24,0,0,38.1,0
109761,Prepaid,Central,Web,56,20.38,10.87,1,4,20.38,1
109762,Family,South,App,65,36.44,13.23,0,2,36.96,0
109763,Prepaid,North,Web,26,17.38,9.91,2,3,17.38,1
109764,Postpaid,West,Web,6,26.49,16.52,2,3,28.39,0
109765,Postpaid,South,Web,1,24.36,10.56,2,3,24.36,0
109766,Prepaid,South,App,33,12.66,11.04,1,5,12.66,0
109767,Postpaid,South,Store,47,27.35,11.99,1,5,27.35,0
109768,Postpaid,Central,App,24,30.57,22.63,0,2,35.04,0
109769,Prepaid,East,App,45,23.69,5.1,1,1,23.69,1
109770,Postpaid,Central,Store,12,30.81,24.4,1,7,36.02,1
109771,Family,South,Partner,53,41.89,15.85,0,3,43.51,0
109772,Family,East,Partner,24,45.8,21.19,2,1,49.66,1
109773,Postpaid,South,Store,72,31.79,23.04,0,1,36.42,0
109774,Family,East,Web,56,45.13,29.38,3,1,52.43,1
109775,Prepaid,North,App,34,12.75,8.85,3,4,12.75,1
109776,Prepaid,North,App,69,19.86,1.13,1,4,19.86,1
109777,Postpaid,East,Web,71,30.72,20.36,1,1,34.23,0
109778,Postpaid,West,Web,15,38.99,22.13,2,3,43.24,0
109779,Family,East,Web,42,43.3,17.79,0,2,45.74,0
109780,Prepaid,East,App,48,13.08,14.95,1,1,14.32,0
109781,Postpaid,East,App,26,25.39,12.69,1,3,25.69,1
109782,Postpaid,East,App,72,15.11,22.35,1,3,19.45,0
109783,Prepaid,West,Web,49,36.17,0.2,4,2,36.17,1
109784,Postpaid,West,App,55,36.47,24.67,2,4,41.79,0
109785,Postpaid,West,App,15,32.61,1.74,1,2,32.61,0
109786,Prepaid,South,Store,65,23.14,4.07,1,2,23.14,0
109787,Postpaid,East,App,70,27.84,21.16,2,2,31.69,0
109788,Prepaid,West,App,66,19.67,3.63,0,8,19.67,0
109789,Family,Central,Web,32,36.19,15.07,1,2,37.48,0
109790,Prepaid,East,App,68,15.11,7.58,1,3,15.11,1
109791,Prepaid,East,Store,1,19.1,4.85,1,3,19.1,0
109792,Prepaid,West,Partner,15,23.72,2.03,2,2,23.72,1
109793,Prepaid,Central,App,48,23.42,8.95,1,4,23.42,0
109794,Prepaid,East,App,56,15.25,11.44,1,4,15.25,0
109795,Postpaid,North,Web,9,41.84,13.51,1,3,42.47,0
109796,Prepaid,West,Store,22,12.02,10.56,0,3,12.02,0
109797,Prepaid,West,Partner,7,23.37,7.73,1,4,23.37,1
109798,Prepaid,North,App,8,20.59,16.03,1,1,22.28,1
109799,Postpaid,South,Web,2,30.7,17.42,1,3,32.98,0
109800,Prepaid,East,Store,72,15.89,9.73,1,8,15.89,0
109801,Postpaid,West,App,64,29.22,8.62,0,3,29.22,0
109802,Postpaid,West,Store,44,25.92,12.48,0,3,26.13,1
109803,Family,North,App,3,48.76,18.97,0,3,51.68,0
109804,Prepaid,South,App,53,14.09,7.59,1,7,14.09,1
109805,Family,West,App,39,47.57,17.51,3,3,49.88,0
109806,Postpaid,North,App,56,29.96,21.02,0,1,33.75,0
109807,Prepaid,East,Store,36,23.92,3.29,1,2,23.92,0
109808,Postpaid,East,App,1,28.74,17.7,1,2,31.14,0
109809,Family,South,App,66,43.99,3.08,3,3,43.99,0
109810,Prepaid,West,App,64,15.42,6.28,1,3,15.42,0
109811,Postpaid,North,Web,66,33.48,13.33,2,2,34.04,0
109812,Postpaid,West,Partner,48,32.33,5.37,2,3,32.33,0
109813,Prepaid,West,App,67,16.69,1.91,0,1,16.69,0
109814,Business,East,Partner,6,43.7,27.01,1,3,50.01,1
109815,Prepaid,Central,Web,29,22.1,5.73,2,4,22.1,1
109816,Prepaid,South,Partner,24,20.86,10.27,1,4,20.86,0
109817,Prepaid,West,Store,35,20.75,15.69,1,3,22.3,0
109818,Postpaid,North,Store,3,37.32,24.91,1,1,42.74,1
109819,Family,Central,Web,60,43.72,26.63,2,1,49.87,0
109820,Family,North,Store,22,42.06,15.03,0,2,43.33,1
109821,Family,East,Partner,9,33.03,26.61,1,4,39.17,0
109822,Postpaid,North,Partner,15,37.64,10.19,2,2,37.64,1
109823,Postpaid,South,Store,9,35.03,22.34,2,2,39.38,1
109824,Postpaid,North,Store,50,35.61,12.05,1,0,35.64,0
109825,Prepaid,North,Store,67,18.75,3.0,2,2,18.75,1
109826,Family,North,Web,7,51.58,21.66,2,1,55.64,1
109827,Postpaid,North,Web,3,29.25,14.35,4,2,30.23,1
109828,Postpaid,West,Web,64,24.57,15.0,1,7,25.83,0
109829,Postpaid,East,App,28,39.12,16.49,1,0,41.01,0
109830,Family,North,Partner,9,26.2,29.41,0,1,33.51,0
109831,Prepaid,Central,App,15,24.95,3.32,1,4,24.95,1
109832,Postpaid,West,App,49,30.85,5.01,2,5,30.85,0
109833,Postpaid,South,App,7,20.66,25.26,2,5,26.23,0
109834,Family,East,App,29,49.47,29.78,1,6,56.93,0
109835,Prepaid,East,Store,71,28.43,10.23,1,0,28.43,0
109836,Prepaid,East,App,32,20.31,7.68,0,1,20.31,1
109837,Postpaid,Central,App,12,27.88,26.1,2,6,33.81,0
109838,Family,East,App,55,36.86,14.36,0,3,37.85,0
109839,Business,Central,App,32,56.06,33.01,0,5,64.88,1
109840,Postpaid,West,Partner,29,20.19,14.19,0,3,21.11,0
109841,Prepaid,Central,Store,19,12.39,6.64,1,1,12.39,0
109842,Prepaid,East,App,55,18.36,14.22,0,1,19.3,0
109843,Postpaid,West,Store,36,40.62,13.75,0,4,41.35,1
109844,Prepaid,West,Store,35,12.79,10.98,2,0,12.79,0
109845,Postpaid,West,Store,56,21.72,15.5,1,5,23.19,1
109846,Family,North,App,27,38.94,36.83,1,2,49.37,0
109847,Postpaid,North,Web,48,29.1,15.2,0,3,30.44,1
109848,Postpaid,South,App,13,20.34,11.42,2,4,20.34,0
109849,Prepaid,South,App,42,19.76,6.71,1,0,19.76,0
109850,Prepaid,Central,Partner,31,21.41,2.26,3,3,21.41,1
109851,Postpaid,West,App,37,32.73,0.2,1,2,32.73,0
109852,Postpaid,North,App,27,24.1,15.05,0,2,25.38,0
109853,Prepaid,East,App,10,22.48,12.12,1,3,22.53,1
109854,Prepaid,South,Web,67,22.21,1.2,1,3,22.21,1
109855,Prepaid,West,App,29,19.15,3.55,3,4,19.15,0
109856,Postpaid,Central,App,54,31.79,1.11,0,2,31.79,0
109857,Postpaid,North,App,66,24.74,9.62,1,2,24.74,0
109858,Postpaid,East,App,32,41.99,12.45,3,1,42.18,1
109859,Postpaid,Central,Store,60,22.88,8.71,1,3,22.88,0
109860,Prepaid,West,App,32,16.54,5.69,0,2,16.54,0
109861,Postpaid,Central,Store,5,31.17,13.78,2,6,31.91,0
109862,Prepaid,South,App,64,18.73,3.14,2,2,18.73,1
109863,Business,South,Partner,61,50.84,31.57,2,3,59.06,0
109864,Prepaid,West,Store,41,26.35,11.38,3,3,26.35,1
109865,Postpaid,North,App,60,30.42,18.34,0,3,33.08,0
109866,Prepaid,West,App,49,26.8,4.47,2,2,26.8,1
109867,Family,West,Web,58,44.58,31.49,0,1,52.77,1
109868,Prepaid,South,Web,5,14.52,15.05,1,1,15.79,0
109869,Business,East,App,59,57.48,27.92,0,2,64.17,0
109870,Prepaid,West,App,16,17.89,8.3,0,4,17.89,0
109871,Family,Central,Store,71,36.18,39.45,2,2,47.71,1
109872,Postpaid,South,App,70,37.63,12.78,1,3,37.96,0
109873,Prepaid,West,App,4,21.54,12.09,0,4,21.58,0
109874,Prepaid,North,App,47,10.23,10.05,0,2,10.23,1
109875,Postpaid,Central,Web,28,36.29,19.65,0,0,39.51,0
109876,Family,West,App,19,42.6,19.66,0,2,45.82,0
109877,Family,North,App,70,59.64,11.79,0,8,59.64,0
109878,Prepaid,West,App,29,10.2,6.65,0,4,10.2,0
109879,Postpaid,West,Store,40,27.28,11.76,0,3,27.28,1
109880,Prepaid,West,Store,23,22.8,12.57,2,1,23.04,0
109881,Prepaid,South,Web,50,22.5,2.25,2,3,22.5,0
109882,Postpaid,West,Store,19,21.79,21.57,2,4,25.81,0
109883,Postpaid,West,Store,27,34.33,3.8,0,3,34.33,1
109884,Prepaid,South,Store,51,14.36,9.62,0,3,14.36,1
109885,Family,South,Partner,16,51.22,20.27,0,4,54.69,0
109886,Family,Central,Web,57,28.21,19.86,2,5,31.51,0
109887,Family,West,App,71,35.45,28.17,2,4,42.24,0
109888,Prepaid,East,Web,51,16.79,8.87,1,2,16.79,0
109889,Family,Central,App,27,30.58,17.72,2,0,32.98,0
109890,Postpaid,North,App,14,30.74,24.83,0,2,36.12,1
109891,Postpaid,West,App,41,26.79,13.14,3,3,27.27,0
109892,Prepaid,East,Web,32,18.36,8.2,1,0,18.36,0
109893,Family,North,Partner,18,48.12,23.45,1,3,52.93,0
109894,Postpaid,Central,Web,27,36.39,28.14,1,3,43.17,0
109895,Family,West,Web,70,18.9,5.62,0,3,18.9,0
109896,Postpaid,South,App,13,30.43,11.11,3,4,30.43,0
109897,Family,Central,Partner,19,46.16,21.28,0,2,50.05,0
109898,Postpaid,Central,App,26,25.6,12.79,1,3,25.93,0
109899,Business,West,Partner,66,79.96,28.23,0,1,86.77,0
109900,Prepaid,North,App,26,24.15,16.93,0,4,26.22,1
109901,Prepaid,North,App,22,14.78,7.25,2,1,14.78,0
109902,Postpaid,West,Store,22,38.83,13.81,1,4,39.59,0
109903,Postpaid,Central,App,69,22.19,2.04,1,2,22.19,0
109904,Postpaid,South,App,26,18.35,1.78,2,1,18.35,0
109905,Postpaid,East,Web,27,32.67,11.67,1,1,32.67,0
109906,Postpaid,North,Web,27,28.75,17.08,1,3,30.88,0
109907,Family,East,App,63,35.83,10.13,0,2,35.83,0
109908,Prepaid,West,Store,52,14.17,7.85,1,4,14.17,0
109909,Family,North,Store,44,33.46,26.23,1,2,39.44,0
109910,Prepaid,West,App,16,18.28,5.4,0,0,18.28,0
109911,Postpaid,West,Store,9,23.38,10.94,0,2,23.38,1
109912,Family,East,Store,7,29.59,19.65,0,6,32.8,1
109913,Prepaid,Central,Partner,22,16.12,4.94,1,3,16.12,0
109914,Prepaid,North,App,57,19.27,12.01,0,1,19.27,0
109915,Prepaid,North,Web,55,23.01,9.12,0,3,23.01,0
109916,Postpaid,East,Store,57,27.04,25.61,4,4,32.76,0
109917,Postpaid,East,Web,49,33.12,9.46,1,2,33.12,0
109918,Prepaid,South,Web,38,16.25,7.88,1,3,16.25,0
109919,Family,Central,Store,26,36.62,27.12,0,1,42.97,0
109920,Prepaid,South,App,53,24.15,6.98,3,4,24.15,1
109921,Postpaid,South,Web,15,26.14,14.59,1,3,27.23,1
109922,Postpaid,West,Store,5,34.41,14.1,2,4,35.29,1
109923,Prepaid,Central,Store,60,22.89,1.65,2,3,22.89,0
109924,Prepaid,East,Store,35,21.61,6.26,1,2,21.61,0
109925,Business,North,App,45,51.11,29.11,0,5,58.29,0
109926,Postpaid,South,Store,69,27.69,14.15,1,4,28.6,0
109927,Prepaid,South,Store,50,24.89,11.45,0,2,24.89,0
109928,Family,East,App,56,26.95,27.34,2,6,33.39,0
109929,Postpaid,West,App,35,40.49,6.31,2,7,40.49,1
109930,Prepaid,South,Web,23,17.3,6.97,1,5,17.3,0
109931,Postpaid,East,Store,26,33.81,6.11,2,1,33.81,1
109932,Postpaid,West,Web,65,32.34,7.6,2,4,32.34,0
109933,Prepaid,South,App,28,23.76,10.03,1,5,23.76,0
109934,Family,North,Store,68,29.96,15.54,3,4,31.45,1
109935,Prepaid,West,App,3,19.85,4.51,0,1,19.85,1
109936,Prepaid,North,Web,22,17.0,6.69,1,0,17.0,0
109937,Prepaid,North,Store,68,20.89,6.48,1,1,20.89,0
109938,Family,North,Store,42,24.54,12.21,0,6,24.63,1
109939,Postpaid,East,Partner,27,32.84,0.2,2,2,32.84,1
109940,Family,West,App,13,36.85,19.3,1,2,39.92,0
109941,Prepaid,East,App,35,16.76,8.8,4,2,16.76,0
109942,Family,East,Web,69,41.44,20.03,1,3,44.81,0
109943,Postpaid,East,Store,26,15.57,5.82,3,4,15.57,0
109944,Prepaid,North,Web,35,15.93,7.44,0,2,15.93,0
109945,Prepaid,West,Partner,26,20.59,3.77,0,1,20.59,0
109946,Family,Central,Web,62,41.63,5.75,3,1,41.63,0
109947,Prepaid,East,App,50,22.35,13.95,0,2,23.17,1
109948,Postpaid,South,App,45,33.84,14.79,0,7,35.01,0
109949,Postpaid,West,Web,49,17.29,11.16,0,1,17.29,0
109950,Prepaid,North,App,30,21.1,14.08,2,5,21.97,0
109951,Business,South,Store,59,45.62,19.95,1,2,48.96,0
109952,Family,Central,Partner,45,37.54,15.82,1,0,39.14,0
109953,Postpaid,North,Web,6,22.02,13.87,4,2,22.81,1
109954,Postpaid,North,App,27,27.42,12.51,2,3,27.63,0
109955,Postpaid,East,Web,63,14.33,9.2,0,4,14.33,0
109956,Family,East,App,19,41.54,14.47,1,1,42.57,1
109957,Prepaid,West,Partner,69,16.9,11.34,2,2,16.9,0
109958,Postpaid,North,Store,59,36.68,15.32,1,1,38.08,1
109959,Prepaid,West,Store,72,21.94,26.34,1,4,27.96,1
109960,Postpaid,South,App,58,25.09,6.6,0,7,25.09,0
109961,Postpaid,Central,App,10,33.03,11.7,0,4,33.03,1
109962,Prepaid,South,App,14,16.71,6.1,2,3,16.71,1
109963,Business,North,Web,36,48.7,12.44,0,1,48.88,0
109964,Prepaid,East,Store,26,23.01,9.79,1,5,23.01,0
109965,Prepaid,South,Web,68,10.49,8.57,1,2,10.49,0
109966,Postpaid,West,App,62,41.2,23.77,1,3,46.15,0
109967,Postpaid,South,App,55,28.21,16.07,0,3,29.92,0
109968,Prepaid,East,Store,68,17.5,11.78,1,2,17.5,0
109969,Postpaid,North,Web,5,31.1,23.24,0,2,35.82,0
109970,Family,East,Store,51,62.2,16.46,1,3,64.07,0
109971,Prepaid,North,App,63,26.37,12.74,2,4,26.68,0
109972,Business,South,App,71,50.65,54.04,2,2,68.31,0
109973,Prepaid,North,Web,61,8.0,5.46,0,2,8.0,0
109974,Postpaid,West,Partner,59,33.12,15.58,2,0,34.62,0
109975,Prepaid,West,Web,57,19.93,7.09,1,2,19.93,0
109976,Postpaid,North,Web,10,31.57,19.09,1,2,34.54,0
109977,Family,North,Store,30,41.96,37.93,0,2,52.85,1
109978,Prepaid,North,Web,64,24.62,7.22,2,6,24.62,0
109979,Prepaid,South,Web,46,13.43,1.99,2,2,13.43,0
109980,Prepaid,East,App,19,17.86,10.62,1,2,17.86,1
109981,Prepaid,South,App,52,17.61,3.18,1,3,17.61,0
109982,Business,Central,Web,2,66.76,20.57,3,3,70.36,0
109983,Postpaid,West,Web,29,31.27,5.61,2,3,31.27,0
109984,Postpaid,North,Web,55,33.08,15.77,1,0,34.66,0
109985,Business,North,App,57,49.0,37.97,1,3,59.91,0
109986,Family,North,Web,37,33.78,25.88,0,5,39.61,0
109987,Family,North,App,20,30.43,14.54,1,2,31.5,0
